წყარო,სათაური,ავტორი,აბსოლუტური ლინკი,ISBN,ფასი,ყდა
არტანუჯი,"ვაზროვნებ, მაშასადამე ვთამაშობ",ანდრეა პირლო,https://www.artanuji.ge/book_ge.php?id=128,978-9941-445-74-3,12.50,https://www.artanuji.ge/img-site/upload/books/thumb_921503626.jpg
არტანუჯი,ათი წელი პრემიერლიგაში,უეინ რუნი,https://www.artanuji.ge/book_ge.php?id=127,978-9941-445-07-1,15.00,https://www.artanuji.ge/img-site/upload/books/thumb_982028762.jpg
არტანუჯი,ნომერი პირველი,ოლივერ კანი,https://www.artanuji.ge/book_ge.php?id=126,978-9941-421-99-0,8.00,https://www.artanuji.ge/img-site/upload/books/thumb_991850430.jpg
არტანუჯი,მე – ზლატან იბრაჰიმოვიჩი,ზლატან იბრაჰიმოვიჩი,https://www.artanuji.ge/book_ge.php?id=125,978-9941-445-48-4,25.00,https://www.artanuji.ge/img-site/upload/books/thumb_6562007344.jpg
არტანუჯი,ჩემი მხრიდან,დევიდ ბექჰემი,https://www.artanuji.ge/book_ge.php?id=124,978-9941-445-26-2,18.00,https://www.artanuji.ge/img-site/upload/books/thumb_7220463952.jpg
არტანუჯი,ჩემი ავტობიოგრაფია,ალექს ფერგიუსონი,https://www.artanuji.ge/book_ge.php?id=123,978-9941-445-51-4,24.95,https://www.artanuji.ge/img-site/upload/books/thumb_4556602118.jpg
არტანუჯი,ჩემი ამბავი,რაფაელ ნადალი,https://www.artanuji.ge/book_ge.php?id=122,978-9941-445-36-1,22.00,https://www.artanuji.ge/img-site/upload/books/thumb_7982245553.jpg
არტანუჯი,როგორც მეწერება,ჯონ ლენონი,https://www.artanuji.ge/book_ge.php?id=121,978-9941-421-90-7,7.95,https://www.artanuji.ge/img-site/upload/books/thumb_408013765.jpg
არტანუჯი,უდაბნო,ჯიმ მორისონი,https://www.artanuji.ge/book_ge.php?id=120,978-9941-445-17-0,14.00,https://www.artanuji.ge/img-site/upload/books/thumb_7300501493.jpg
არტანუჯი,ქრონიკები,ბობ დილანი,https://www.artanuji.ge/book_ge.php?id=119,978-9941-445-44-6,16.50,https://www.artanuji.ge/img-site/upload/books/thumb_7689953544.jpg
არტანუჯი,პუტინის რუსეთი,ანა პოლიტკოვსკაია,https://www.artanuji.ge/book_ge.php?id=118,978-9941-445-59-0,20.00,https://www.artanuji.ge/img-site/upload/books/thumb_5171295367.jpg
არტანუჯი,ირენა სენდლერის ბავშვები,ანა მეშკოვსკა,https://www.artanuji.ge/book_ge.php?id=117,978-9941-445=27-9,12.00,https://www.artanuji.ge/img-site/upload/books/thumb_2097577527.jpg
არტანუჯი,ასპერნის წერილები,ჰენრი ჯეიმზი,https://www.artanuji.ge/book_ge.php?id=116,978-9941-445-37-8,8.90,https://www.artanuji.ge/img-site/upload/books/thumb_8746661236.jpg
არტანუჯი,ხატოვან აზრთა კრებული,ბაჩანა ბრეგვაძე,https://www.artanuji.ge/book_ge.php?id=115,978-9941-421-31-0,10.00,https://www.artanuji.ge/img-site/upload/books/thumb_4615042204.jpg
არტანუჯი,შამილის ტყვე ქალები,ანა დრანსე,https://www.artanuji.ge/book_ge.php?id=114,978-9941-421-08-2,7.00,https://www.artanuji.ge/img-site/upload/books/thumb_1321550318.jpg
არტანუჯი,ნაპოლეონის მამლუქი,რუსტამ რაზას მემუარები,https://www.artanuji.ge/book_ge.php?id=113,978-9941-421-58-7,5.20,https://www.artanuji.ge/img-site/upload/books/thumb_5719049233.jpg
არტანუჯი,დიდი საჭადრაკო დაფა,ზბიგნევ ბჟეზინსკი,https://www.artanuji.ge/book_ge.php?id=112,978-9941-445-55-2,24.00,https://www.artanuji.ge/img-site/upload/books/thumb_1243335134.jpg
არტანუჯი,სტივ ჯობსი – სხვაგვარად მოაზროვნე,კარენ ბლუმენტალი,https://www.artanuji.ge/book_ge.php?id=111,978-9941-445-42-2,20.00,https://www.artanuji.ge/img-site/upload/books/thumb_1367081459.jpg
არტანუჯი,კამერული მუსიკა,ჯეიმზ ჯოისი,https://www.artanuji.ge/book_ge.php?id=110,978-9941-445-03-3,4.00,https://www.artanuji.ge/img-site/upload/books/thumb_2895938437.jpg
არტანუჯი,"ხელოვანის პორტრეტი ახალგაზრდობისას, გაძევებულნი",ჯეიმზ ჯოისი,https://www.artanuji.ge/book_ge.php?id=109,978-9941-421-80-8,12.00,https://www.artanuji.ge/img-site/upload/books/thumb_6292417380.jpg
არტანუჯი,98,"მიგელ დე უნამუნო, ანტონიო მაჩადო, რუბენ დარიო, რამირო დე მაესტუ, ხასინტო ბენავენტე, პიო ბაროხა, რამონ დელ ვალიე-ინკლანი",https://www.artanuji.ge/book_ge.php?id=108,978-9941-445-23-1,5.60,https://www.artanuji.ge/img-site/upload/books/thumb_2938615209.jpg
არტანუჯი,"აქ იყო ესპანეთი, სახელად კასტილია",ანტონიო მაჩადო,https://www.artanuji.ge/book_ge.php?id=107,978-9941-445-60-6,5.00,https://www.artanuji.ge/img-site/upload/books/thumb_5701059745.jpg
არტანუჯი,ტირანი ბანდერასი,რამონ დელ ვალიე-ინკლანი,https://www.artanuji.ge/book_ge.php?id=106,978-9941-421-30-3,6.50,https://www.artanuji.ge/img-site/upload/books/thumb_7994979461.jpg
არტანუჯი,ხუან დე მაირენა,ანტონიო მაჩადო,https://www.artanuji.ge/book_ge.php?id=105,978-9941-421-79-2,5.40,https://www.artanuji.ge/img-site/upload/books/thumb_8207081630.jpg
არტანუჯი,დაკარგული ბიჭი და სხვა მოთხრობები,თომას ვულფი,https://www.artanuji.ge/book_ge.php?id=104,978-9941-421-76-1,6.70,https://www.artanuji.ge/img-site/upload/books/thumb_262412782.jpg
არტანუჯი,სული რომ ამომდიოდა,უილიამ ფოლკნერი,https://www.artanuji.ge/book_ge.php?id=103,978-9941-421-93-8,14.90,https://www.artanuji.ge/img-site/upload/books/thumb_2672802582.jpg
არტანუჯი,ახალი თარგმანები,"ინგლისური, ამერიკული და რუსული პოეზია",https://www.artanuji.ge/book_ge.php?id=102,9789941421372,4.00,https://www.artanuji.ge/img-site/upload/books/thumb_1392969815.jpg
არტანუჯი,ნოველები,"ო. ჰენრი, შერვუდ ანდერსონი, ფრენსის სკოტ ფიცჯერალდი, თომას ვულფი",https://www.artanuji.ge/book_ge.php?id=101,978-9941-445-24-8,6.70,https://www.artanuji.ge/img-site/upload/books/thumb_9944391138.jpg
არტანუჯი,ქართლის ცხოვრება,ქართლის ცხოვრება,https://www.artanuji.ge/book_ge.php?id=100,978-9941-445-01-9,30.00,https://www.artanuji.ge/img-site/upload/books/thumb_6001771674.jpg
არტანუჯი,ქართლის ცხოვრება,ქართლის ცხოვრება,https://www.artanuji.ge/book_ge.php?id=99,978-9941-445-52-1,37.00,https://www.artanuji.ge/img-site/upload/books/thumb_6478441557.jpg
არტანუჯი,ნარგიზა,გელა ჩარკვიანი,https://www.artanuji.ge/book_ge.php?id=98,978-9941-445-40-8,12.00,https://www.artanuji.ge/img-site/upload/books/thumb_5140614532.jpg
არტანუჯი,ინტერვიუ მამასთან,გელა ჩარკვიანი,https://www.artanuji.ge/book_ge.php?id=97,978-9941-445-33-0,12.00,https://www.artanuji.ge/img-site/upload/books/thumb_4674008409.jpg
არტანუჯი,პრეზიდენტ ზვიად გამსახურდიას საქმე,კონსტანტინე ზ. გამსახურდია,https://www.artanuji.ge/book_ge.php?id=96,978-9941-445-43-9,20.00,https://www.artanuji.ge/img-site/upload/books/thumb_1403436437.jpg
არტანუჯი,კახეთის აჯანყება,აკაკი გელაშვილი,https://www.artanuji.ge/book_ge.php?id=95,None,4.00,https://www.artanuji.ge/img-site/upload/books/thumb_323880091.jpg
არტანუჯი,საქართველო – მისი გეოლოგიური ისტორია,აკაკი ჭანტურია,https://www.artanuji.ge/book_ge.php?id=94,978-9941-421-19-8,2.95,https://www.artanuji.ge/img-site/upload/books/thumb_9509452758.jpg
არტანუჯი,ბერი ეგნატაშვილი – მისი დრო და საისტორიო შრომა,გივი წულაია,https://www.artanuji.ge/book_ge.php?id=93,978-9941-445-41-5,5.00,https://www.artanuji.ge/img-site/upload/books/thumb_5006323740.jpg
არტანუჯი,ქართველები სეფიანთა ირანში,ჰიროტაკე მაედა,https://www.artanuji.ge/book_ge.php?id=92,978-9994-059-97-3,4.00,https://www.artanuji.ge/img-site/upload/books/thumb_7428411403.jpg
არტანუჯი,თხზულებანი,თედო ჟორდანია,https://www.artanuji.ge/book_ge.php?id=91,978-9941-421-27-3,11.00,https://www.artanuji.ge/img-site/upload/books/thumb_431623347.jpg
არტანუჯი,1918-2005,საქართველოს ისტორიის კათედრა,https://www.artanuji.ge/book_ge.php?id=90,978-9994-055-99-9,9.60,https://www.artanuji.ge/img-site/upload/books/thumb_3841443383.jpg
არტანუჯი,საქართველო და რუსეთი,ნოე რამიშვილი,https://www.artanuji.ge/book_ge.php?id=89,999-4055-29-1,2.00,https://www.artanuji.ge/img-site/upload/books/thumb_251309587.jpg
არტანუჯი,დიადი სულის უკვდავება – მიხაკო წერეთელი,ლევან ზ. ურუშაძე,https://www.artanuji.ge/book_ge.php?id=88,978-9941-445-06-4,6.95,https://www.artanuji.ge/img-site/upload/books/thumb_5410743337.jpg
არტანუჯი,ისტორია,დავით ფერაძე,https://www.artanuji.ge/book_ge.php?id=87,978-9941-445-50-7,9.30,https://www.artanuji.ge/img-site/upload/books/thumb_2591196424.jpg
არტანუჯი,აღუვსებელი საწყაული ანუ ამაოება ამაოებათა,როინ მეტრეველი,https://www.artanuji.ge/book_ge.php?id=86,978-9941-445-88-0,5.00,https://www.artanuji.ge/img-site/upload/books/thumb_1095014638.png
არტანუჯი,საქართველო რუსთველის ეპოქაში,როინ მეტრეველი,https://www.artanuji.ge/book_ge.php?id=85,978-99414-638-15,59.95,https://www.artanuji.ge/img-site/upload/books/thumb_7822426939.jpg
არტანუჯი,ჰერეთი,გიორგი მარჯანიშვილი,https://www.artanuji.ge/book_ge.php?id=84,999-4011-71-5,2.00,https://www.artanuji.ge/img-site/upload/books/thumb_4343426553.jpg
არტანუჯი,საინგილო,თენგიზ პაპუაშვილი,https://www.artanuji.ge/book_ge.php?id=83,978-9994-055-51-7,17.00,https://www.artanuji.ge/img-site/upload/books/thumb_4791282457.jpg
არტანუჯი,ნინოწმინდის საეპისკოპოსო,მაია შაორშაძე,https://www.artanuji.ge/book_ge.php?id=82,999-4055-15-1,4.00,https://www.artanuji.ge/img-site/upload/books/thumb_1672825575.jpg
არტანუჯი,იერუსალიმის ჯვრის მონასტრის მიწათმფლობელობა საქართველოში,ნიკო ხუციშვილი,https://www.artanuji.ge/book_ge.php?id=81,978-9994-059-55-3,4.00,https://www.artanuji.ge/img-site/upload/books/thumb_8330740192.jpg
არტანუჯი,გურიის საეპისკოპოსოები (XV-XIX),თეა ქართველიშვილი,https://www.artanuji.ge/book_ge.php?id=80,999-4011-95-2,3.60,https://www.artanuji.ge/img-site/upload/books/thumb_3718421808.jpg
არტანუჯი,ბათუმიდან ართვინამდე,ევგენი ვეიდენბაუმი,https://www.artanuji.ge/book_ge.php?id=79,None,2.80,https://www.artanuji.ge/img-site/upload/books/thumb_7173046455.jpg
არტანუჯი,კლარჯეთის ეკლესიები და მონასტრები,დავით ხოშტარია,https://www.artanuji.ge/book_ge.php?id=78,999-4011-94-4,7.40,https://www.artanuji.ge/img-site/upload/books/thumb_1294501684.jpg
არტანუჯი,წერილები „ოსმალოს საქართველოზე“,სოლომონ ასლანიშვილი-ბავრელი,https://www.artanuji.ge/book_ge.php?id=77,978-9994-059-12-6,4.00,https://www.artanuji.ge/img-site/upload/books/thumb_2915557781.jpg
არტანუჯი,ქართველები ოსმალური პერიოდის ტრაპიზონში,ზურაბ ბატიაშვილი (დარუჯანაშვილი),https://www.artanuji.ge/book_ge.php?id=76,978-9994-059-12-6,4.00,https://www.artanuji.ge/img-site/upload/books/thumb_9847722193.jpg
არტანუჯი,კაპადოკია,ზურაბ ბატიაშვილი (დარუჯანაშვილი),https://www.artanuji.ge/book_ge.php?id=75,978-9941-421-07-5,4.00,https://www.artanuji.ge/img-site/upload/books/thumb_2529790974.jpg
არტანუჯი,ტრაპიზონის იმპერიის დაარსება,ზურაბ ბატიაშვილი (დარუჯანაშვილი),https://www.artanuji.ge/book_ge.php?id=74,978-9941-421-34-1,7.00,https://www.artanuji.ge/img-site/upload/books/thumb_1290680933.jpg
არტანუჯი,ტრაპიზონის იმპერიია XIII საუკუნეში,ზურაბ ბატიაშვილი (დარუჯანაშვილი),https://www.artanuji.ge/book_ge.php?id=73,978-9941-445-28-6,8.00,https://www.artanuji.ge/img-site/upload/books/thumb_5191821046.jpg
არტანუჯი,სტამბოლის ქართული სავანე,შუშანა ფუტკარაძე,https://www.artanuji.ge/book_ge.php?id=72,978-9941-421-61-7,9.00,https://www.artanuji.ge/img-site/upload/books/thumb_8542634048.jpg
არტანუჯი,საქართველოს მეფეები და პატრიარქები,როინ მეტრეველი,https://www.artanuji.ge/book_ge.php?id=71,978-9941-421-21-1,11.10,https://www.artanuji.ge/img-site/upload/books/thumb_8081505862.jpg
არტანუჯი,საისტორიო ნარკვევები,როინ მეტრეველი,https://www.artanuji.ge/book_ge.php?id=70,978-9994-055-88-3,20.70,https://www.artanuji.ge/img-site/upload/books/thumb_538502293.jpg
არტანუჯი,პატრიარქი – ერის სულიერი მამა,როინ მეტრეველი,https://www.artanuji.ge/book_ge.php?id=69,978-9994-059-96-6,11.90,https://www.artanuji.ge/img-site/upload/books/thumb_2888289857.jpg
არტანუჯი,მკვიდრი უმკვიდრო შევიქენ,როინ მეტრეველი,https://www.artanuji.ge/book_ge.php?id=68,978-99940-59-54-6,4.00,https://www.artanuji.ge/img-site/upload/books/thumb_549153224.jpg
არტანუჯი,რაჭა,როინ მეტრეველი,https://www.artanuji.ge/book_ge.php?id=67,978-9941-445-15-6,16.90,https://www.artanuji.ge/img-site/upload/books/thumb_3649397864.jpg
არტანუჯი,გელათი,როინ მეტრეველი,https://www.artanuji.ge/book_ge.php?id=66,999-4055-30-5,14.95,https://www.artanuji.ge/img-site/upload/books/thumb_7096450491.jpg
არტანუჯი,THE GOLDEN AGE,როინ მეტრეველი,https://www.artanuji.ge/book_ge.php?id=65,978-9941-421-22-8,19.95,https://www.artanuji.ge/img-site/upload/books/thumb_6298104263.jpg
არტანუჯი,კავკასიური ცივილიზაცია მსოფლიო გლობალიზაციური პროცესების კონტექსტში,როინ მეტრეველი,https://www.artanuji.ge/book_ge.php?id=64,978-9994-059-60-7,2.95,https://www.artanuji.ge/img-site/upload/books/thumb_675743180.jpg
არტანუჯი,მეგრული სალექსიკონო მასალები,დანიელ ფიფია,https://www.artanuji.ge/book_ge.php?id=63,978-99940-55-08-1,3.95,https://www.artanuji.ge/img-site/upload/books/thumb_5513973524.jpg
არტანუჯი,2000 ლაზური სიტყვა,თეა კალანდია,https://www.artanuji.ge/book_ge.php?id=62,978-9994-011-52-0,3.70,https://www.artanuji.ge/img-site/upload/books/thumb_281719570.jpg
არტანუჯი, მეგრული სახელები და გვარები,აკაკი ჭანტურია,https://www.artanuji.ge/book_ge.php?id=61,978-9994-055-34-0,4.00,https://www.artanuji.ge/img-site/upload/books/thumb_5167277622.jpg
არტანუჯი,მეგრული ხატოვანი სიტყვა-თქმანი,ანა ჩიქვანაია,https://www.artanuji.ge/book_ge.php?id=60,978-9994-055-02-9,4.00,https://www.artanuji.ge/img-site/upload/books/thumb_48294430.jpg
არტანუჯი,ლაზური ტექსტები,თეა კალანდია,https://www.artanuji.ge/book_ge.php?id=59,978-9994-055-56-2,9.00,https://www.artanuji.ge/img-site/upload/books/thumb_5202847919.jpg
არტანუჯი,ლაზური (ჭანური) ტექსტები,ირინე ასათიანი,https://www.artanuji.ge/book_ge.php?id=58,978-9941-421-95-2,5.95,https://www.artanuji.ge/img-site/upload/books/thumb_3790409020.jpg
არტანუჯი,ლაზური ლექსიკონი,ირინე ასათიანი,https://www.artanuji.ge/book_ge.php?id=57,978-9941-421-92-1,14.00,https://www.artanuji.ge/img-site/upload/books/thumb_221725720.jpg
არტანუჯი,ძველი კოლხეთის ისტორიის საკითხები,მერი ინაძე,https://www.artanuji.ge/book_ge.php?id=56,978-9994-055-54-8,14.95,https://www.artanuji.ge/img-site/upload/books/thumb_1631018016.jpg
არტანუჯი,მეგრული ლექსიკონი,ალიო ქობალია ,https://www.artanuji.ge/book_ge.php?id=55,978-9941-421-14-3,35.00,https://www.artanuji.ge/img-site/upload/books/thumb_8629163769.jpg
არტანუჯი,ადრეული ეპოქის აფხაზეთის ეთნიკური სიტუაცია ,ნოე აფხაზავა,https://www.artanuji.ge/book_ge.php?id=54,978-9994-055-89-0,3.95,https://www.artanuji.ge/img-site/upload/books/thumb_5365128759.jpg
არტანუჯი,აფხაზეთი,დიმიტრი ლეთოდიანი,https://www.artanuji.ge/book_ge.php?id=53,978-9941-421-26-6,4.40,https://www.artanuji.ge/img-site/upload/books/thumb_3722471459.jpg
არტანუჯი,საქართველო ყაჯართა პერიოდის სპარსულ წყაროებში,მარინა ალექსიძე,https://www.artanuji.ge/book_ge.php?id=52,978-9941-463-18-1,30.40,https://www.artanuji.ge/img-site/upload/books/thumb_1693559009.jpg
არტანუჯი,ქართველთათვის,მხითარ გოში,https://www.artanuji.ge/book_ge.php?id=51,978-9941-421-98-3,4.00,https://www.artanuji.ge/img-site/upload/books/thumb_9562013307.jpg
არტანუჯი,სამეგრელო – თავადები და აზნაურები,ზურაბ ჭუმბურიძე,https://www.artanuji.ge/book_ge.php?id=50,978-9941-445-29-3,11.90,https://www.artanuji.ge/img-site/upload/books/thumb_8974067205.jpg
არტანუჯი,განჯის დაპყრობის წიგნი,რაჰიმიზადე იბრაჰიმ ჩავუში,https://www.artanuji.ge/book_ge.php?id=49,978-9941-421-97-6,6.70,https://www.artanuji.ge/img-site/upload/books/thumb_6309601361.jpg
არტანუჯი,საქართველოში,ბარონი დე ბაი,https://www.artanuji.ge/book_ge.php?id=48,978-9941-421-38-9,12.00,https://www.artanuji.ge/img-site/upload/books/thumb_7227459540.jpg
არტანუჯი,საქართველო VII-X საუკუნეების სომხურ საისტორიო წყაროებში,ელენე ცაგარეიშვილი,https://www.artanuji.ge/book_ge.php?id=47,978-9941-445-04-0,5.20,https://www.artanuji.ge/img-site/upload/books/thumb_5781508185.jpg
არტანუჯი,მოგონებები,ისიდორე რამიშვილი ,https://www.artanuji.ge/book_ge.php?id=46,978-9941-421-62-4,9.95,https://www.artanuji.ge/img-site/upload/books/thumb_4172473405.jpg
არტანუჯი,საქართველოს შესახებ,აუგუსტ ჰაქსტჰაუზენი,https://www.artanuji.ge/book_ge.php?id=45,None,9.00,https://www.artanuji.ge/img-site/upload/books/thumb_9903561188.jpg
არტანუჯი,მოგონება,ზაქარია გურული,https://www.artanuji.ge/book_ge.php?id=44,None,2.95,https://www.artanuji.ge/img-site/upload/books/thumb_1957270558.jpg
არტანუჯი,ქართლ-კახეთის თავადები და აზნაურები,ზურაბ ჭუმბურიძე,https://www.artanuji.ge/book_ge.php?id=43,999-4011-81-2,5.20,https://www.artanuji.ge/img-site/upload/books/thumb_6979909641.jpg
არტანუჯი,მოგონებები შეფიცულთა რაზმზე,ალექსანდრე სულხანიშვილი,https://www.artanuji.ge/book_ge.php?id=42,978-9994-059-61-4,7.95,https://www.artanuji.ge/img-site/upload/books/thumb_3266542181.jpg
არტანუჯი,გამარჯვებათა წიგნი,აბუბექრ ბინ აბდულაჰი,https://www.artanuji.ge/book_ge.php?id=41,999-4055-05-4,4.80,https://www.artanuji.ge/img-site/upload/books/thumb_3821077202.jpg
არტანუჯი,სომხური ანდერძ-მინაწერები საქართველოს შესახებ. X-XIII სს.,ალექსანდრე აბდალაძე,https://www.artanuji.ge/book_ge.php?id=40,999-4011-27-8,5.90,https://www.artanuji.ge/img-site/upload/books/thumb_646832096.jpg
არტანუჯი, ქრონიკები,თედო ჟორდანია,https://www.artanuji.ge/book_ge.php?id=39,999-4011-02-2,11.10,https://www.artanuji.ge/img-site/upload/books/thumb_2424551071.jpg
არტანუჯი,საქართველოს შესახებ,ედუარდ აიხვალდი,https://www.artanuji.ge/book_ge.php?id=38,978-9994-011-45-2,4.45,https://www.artanuji.ge/img-site/upload/books/thumb_6265075881.jpg
არტანუჯი,წერილები სტეფან ცვაიგს,გრიგოლ რობაქიძე ,https://www.artanuji.ge/book_ge.php?id=37,978-9941-463-30-3,11.00,https://www.artanuji.ge/img-site/upload/books/thumb_9656351539.jpg
არტანუჯი,"ლენინი, სტალინი, ჰიტლერი, მუსოლინი",გრიგოლ რობაქიძე ,https://www.artanuji.ge/book_ge.php?id=36,978-9941-445-45-3,15.00,https://www.artanuji.ge/img-site/upload/books/thumb_7310463967.jpg
არტანუჯი,ომი და კულტურა,გრიგოლ რობაქიძე ,https://www.artanuji.ge/book_ge.php?id=35,978-9941-445-77-4,20.00,https://www.artanuji.ge/img-site/upload/books/thumb_3293882054.jpg
არტანუჯი,პორტრეტები,გრიგოლ რობაქიძე ,https://www.artanuji.ge/book_ge.php?id=34,978-9941-421-74-7,6.80,https://www.artanuji.ge/img-site/upload/books/thumb_4362910808.jpg
არტანუჯი,მუსოლინი,გრიგოლ რობაქიძე ,https://www.artanuji.ge/book_ge.php?id=33,978-9994-055-91-3,5.40,https://www.artanuji.ge/img-site/upload/books/thumb_5061206584.jpg
არტანუჯი,ჰიტლერი,გრიგოლ რობაქიძე ,https://www.artanuji.ge/book_ge.php?id=32,978-9994-055-93-7,5.40,https://www.artanuji.ge/img-site/upload/books/thumb_1722265663.jpg
არტანუჯი,კავკასიური ნოველები,გრიგოლ რობაქიძე ,https://www.artanuji.ge/book_ge.php?id=31,978-9941-421-60-0,7.95,https://www.artanuji.ge/img-site/upload/books/thumb_2683817278.jpg
არტანუჯი,Pro domo sua,გრიგოლ რობაქიძე ,https://www.artanuji.ge/book_ge.php?id=30,978-9941-421-86-0,5.20,https://www.artanuji.ge/img-site/upload/books/thumb_7745402804.jpg
არტანუჯი,პირადი მიმოწერა,გრიგოლ რობაქიძე ,https://www.artanuji.ge/book_ge.php?id=29,978-9941-421-84-6,9.95,https://www.artanuji.ge/img-site/upload/books/thumb_2076690369.jpg
არტანუჯი,დემონი და მითოსი,გრიგოლ რობაქიძე ,https://www.artanuji.ge/book_ge.php?id=28,978-9941-421-73-0,5.90,https://www.artanuji.ge/img-site/upload/books/thumb_8413949115.jpg
არტანუჯი,ქალღმერთის ძახილი,გრიგოლ რობაქიძე ,https://www.artanuji.ge/book_ge.php?id=26,978-9941-421-63-1,9.95,https://www.artanuji.ge/img-site/upload/books/thumb_879384349.jpg
არტანუჯი,მეგი – ქართველი გოგონა,გრიგოლ რობაქიძე ,https://www.artanuji.ge/book_ge.php?id=25,978-9941-421-87-7,5.90,https://www.artanuji.ge/img-site/upload/books/thumb_4893904505.jpg
არტანუჯი,მცველნი გრალისა,გრიგოლ რობაქიძე ,https://www.artanuji.ge/book_ge.php?id=24,978-9941-421-83-9,15.00,https://www.artanuji.ge/img-site/upload/books/thumb_1145299999.jpg
